Art17_FLAUWWTPID,ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,repCode,uwwCode,uwwName
6941,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,63000,20201231,20211231,20141231,20141231,3NP,47581,0,1308680,,,modernization of sewage sludge managment,,,,C,,PLZA0120,OCZYSZCZALNIA sCIEKoW W GOLENIOWIE 
6942,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,85000,20181231,20191231,20141231,20141231,3NP,25398,0,7282380,,,extension and modernization  of the treatment plant,,,,C,,PLZA0130,Miedzyzdroje
6943,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,23887,20211231,20221231,20141231,20141231,2,23887,30,0,,,modernization of the treatment plant,,,,C,,PLZA0140,Oczyszczalnia Komunalne sciekow
6944,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,37408,20211231,20221231,20141231,20141231,3NP,37408,8.1,0,,,modernization of the treatment plant,,,,C,,PLZA0160,Gryfino
6945,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,32500,20171231,20181231,20141231,20141231,3NP,35432,0,3588690,,,extension and modernization  of the treatment plant,,,inadequate standards for wastewater treatment,P,,PLZA0170,Uniescie
6946,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,43000,20181231,20191231,20141231,20141231,3NP,22978,0.9,4037510,,,extension and modernization  of the treatment plant,,,,C,,PLZA0180,Polczyn Zdroj
11170,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000029,Polia - Rete  Cellia1
11171,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000030,Polia - Rete  Cellia2
11172,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000032,Polia - Rete  Lia
11173,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000025,Polia - Rete  Menniti
11174,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000031,Polia - Rete  Polliolo
6947,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,14723,20201231,20211231,20141231,20141231,3NP,12773,0,2631700,,,modernization of the treatment plant,,,,C,,PLZA0210,Mysliborz
6948,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,41500,20201231,20211231,20141231,20141231,3NP,20722,6.4,2540790,,,extension and modernization  of the treatment plant,,,,C,,PLZA0230,
6949,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,19800,20151231,20161231,20141231,20141231,2,13020,0,1701590,,,extension and modernization  of the treatment plant,,,,C,,PLZA0250,lobez
6950,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,22000,20201231,20211231,20141231,20141231,3NP,19648,0,6107950,,,extension and modernization  of the treatment plant,,,,C,,PLZA0260,Miejska oczyszczalnia sciekow w Choszcznie
6951,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,12600,20171231,20181231,20141231,20141231,3NP,12092,17.5,3588690,,,modernization of the treatment plant,,,,C,,PLZA0290,Czaplinek
6952,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,0,20211231,20221231,20141231,20141231,2,0,0,0,,,modernization of the treatment plant,,,,C,,PLZA0300,oczyszczalnia sciekow w Rzesnicy
6953,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,15572,20201231,20211231,20141231,20141231,2,15604,6.8,2990570,,,modernization of the treatment plant,,,,C,,PLZA0310,Drawsko Pomorskie
6954,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,13500,20171231,20181231,20141231,20141231,2,7896,2.8,23925,,,extension and modernization  of the treatment plant,,,,C,,PLZA0320,Chojna
11183,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002759,Rende - Mendicino loc. SantaCroce
11184,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003002,Rocca di Neto - Rete
11185,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003003,Roccabernarda - Rete
11186,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q15000003164,Roccella Jonica - Calcinara 
11187,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002767,Roggiano  Gravina - Rete
6955,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,35000,20181231,20191231,20141231,20141231,3NP,35311,0.8,2392460,,,extension and modernization  of the treatment plant,,,,C,,PLZA0340,Trzebiatow
6956,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,18087,20151231,20161231,20141231,20141231,3NP,18087,0,2933040,,,extension and modernization  of the treatment plant,,,,C,,PLZA0350,Mokrawica
6957,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,23333,20181231,20191231,20141231,20141231,3NP,28417,3.9,1315850,,,extension and modernization  of the treatment plant,,,inadequate standards for wastewater treatment and collecting system,P,,PLZA0370,Jaroslawiec
6958,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,9941,20171231,20181231,20141231,20141231,3NP,9941,0,119623,,,building a new treatment plant,,,,C,,PLZA0390,Bobolice
6959,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,11693,20211231,20221231,20141231,20141231,2,11693,33.5,0,,,modernization of the treatment plant,,,,C,,PLZA0400,Kiszkowo
6960,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,9194,20211231,20221231,20141231,20141231,1,9194,0,0,,,liquidation of the treatment plant,,,inadequate standards for wastewater treatment and collecting system,P,,PLZA0480,
6961,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,8000,20151231,20161231,20141231,20141231,3NP,11706,45,1551270,,,extension and modernization  of the treatment plant,,,,C,,PLZA0490,Mieszkowice
6962,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3800,20171231,20181231,20141231,20141231,2,3345,4.4,3978300,,,extension and modernization  of the treatment plant,,,,C,,PLZA0510,Trzciñsko-Zdroj
10974,27444,,70,FESR 2014/2020,22300,,,,,2,22300,,,,,,,,,N,,IT19EN00G0014DE002,IMPIANTO C.DA INDIRIZZO
10980,27444,,70,FESR 2014/2020,6500,,,,,2,4485,,,,,,,,,N,,IT19EN00G0020DE001,IMPIANTO C.DA VANELLE (C.DA SAN ROCCO)
11060,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002982,Casabona - Rete
11061,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002631,Castrovillari  -  SanRocco
6963,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6100,20201231,20211231,20141231,20141231,2,5230,30.8,1913970,,,modernization of sewage sludge managment,,,,C,,PLZA0540,RESKO
6964,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3309,20201231,20211231,20141231,20141231,2,3284,2.2,476099,,,extension of the treatment plant,,,,C,,PLZA0550,Czlopa
6965,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,1900,20201231,20211231,20141231,20141231,2,5426,0,2068040,,,modernization of sewage sludge managment,,,,C,,PLZA0570,Dobrzany
6966,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6000,20171231,20181231,20141231,20141231,2,4836,20.7,108857,,,modernization of sewage sludge managment,,,,C,,PLZA0620,Stepnica
6967,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,6150,20201231,20211231,20141231,20141231,2,6328,9,23925,,,modernization of the treatment plant,,,,C,,PLZA0630,OCZYSZCZALNIA sCIEKoW W KOMAROWIE
6968,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,10628,20211231,20221231,20141231,20141231,3NP,10628,0,358869,,,"
various activities on uwwtp",,,,C,,PLZA0670,Przeclaw
6969,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,5417,20181231,20191231,20141231,20141231,2,5333,0,2631700,,,extension and modernization  of the treatment plant,,,,C,,PLZA0720,
6970,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3381,20201231,20211231,20141231,20141231,2,6326,0.2,634002,,,modernization of the treatment plant,,,,C,,PLZA0730,Komunalna Oczyszczalnia sciekow w Chociwlu
6971,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3965,20211231,20221231,20141231,20141231,2,3965,0,358869,,,"
various activities on uwwtp",,,,C,,PLZA0790,RECZ
11072,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002651,Civita - Rete
11073,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000002955,Conflenti - San Mazzeo Costa 
11074,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q15000002957,Conflenti - SAN  Mazzeo Stranges
6972,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,4300,20201231,20211231,20141231,20141231,2,5252,18.8,472511,,,modernization of the treatment plant and modernization of sewage sludge managment,,,,C,,PLZA0800,Drawno
6973,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,4100,20211231,20221231,20141231,20141231,2,2223,1.6,95698,,,"
various activities on uwwtp",,,,C,,PLZA0830,Cedynia
6974,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,5070,20201231,20211231,20141231,20141231,2,5070,29.9,1196230,,,modernization of the treatment plant,,,,C,,PLZA0840,WIERZCHOWO
6975,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,4847,20201231,20211231,20141231,20141231,3NP,3337,0,119623,,,modernization of the treatment plant,,,,C,,PLZA0850,Rabino
6976,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2326,20161231,20171231,20141231,20141231,2,2326,0,837361,,,extension of the treatment plant,,,,C,,PLZA0880N,TUROWO
6977,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,3099,20211231,20221231,20141231,20141231,1,3099,17.4,37224,,,"
various activities on uwwtp",,,,C,,PLZA0990N,Bielice
6978,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2500,20201231,20211231,20141231,20141231,2,2123,3.9,1196230,,,extension and modernization  of the treatment plant,,,,C,,PLZA1000N,Widuchowa
6979,27064,"*flatpInv  - wyliczono zgodnie z kursem z grudnia 2014 r. (z VAT), *flatpExpCapacity, flatpExpLoad, flatpExpLoadTruck - w przypadku aglomeracji z kilkoma oczyszczalniami dane te moga dotyczyc calej aglomeracji a nie oczyszczalni.",,,2649,20201231,20211231,20141231,20141231,2,2731,13,1943870,,,building a new treatment plant,,,,C,,PLZA1010N,Barnim
7065,27446,Implementation Delays due to tendering procedures,22,CF,49900,20181031,20201231,20161201,20170101,3m,43900,0,32.49,,,Building of a treatment plant,,,Absence of UWWTP,N,,CY305_UWWTP,Achna
11085,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000039,Crotone - Rete  Margherita
11086,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q13000000038,Crotone - Rete  Papanice
11087,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q15000000040,Crucoli - rete Rione Cozzo
11088,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q15300000040,Crucoli - rete Rione Portella
7192,27445,** **,,**,0,20220101,20230101,20190101,20210101,3NP,0,0,4017500,0,**,** Guadalquivir0153 - Agrupación de vertidos y construcción de EDAR CAÑADA ROSAL** Guadalquivir0272 - Tratamiento más riguroso.Eliminación de N y P CAÑADA ROSAL,,** CONSEJERÍA DE MEDIO AMBIENTE Y ORDENACIÓN DEL TERRITORIO** Sin determinar,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,N,,ES1419010001010E,SIN EDAR CAÑADA ROSAL
7193,27445,** ** ** **,,**,0,20270101,20280101,20160101,20170101,2,0,0,50815200,0,**,** 329 - COLECTORES ALTO NERVIóN** 331 - EDAR DE MARKIJANA. AYALA,,** CONFEDERACIÓN HIDROGRÁFICA DEL CANTÁBRICO,- Incumple DBO y/o DQO,N,,ES16010020002010E,MARKIJANA
7194,27445,** ** ** ** **,,**,0,20270101,20280101,20090101,20100101,2,0,0,20479200,0,**,** 330 - EDAR DE BASAURBE. LLODIO** 329 - COLECTORES ALTO NERVIÓN,,** CONFEDERACIÓN HIDROGRÁFICA DEL CANTÁBRICO,- Incumple DBO y/o DQO,N,,ES16010360001010E,BASAURBE
7195,27445,** ** **,,**,0,20180301,20190301,20160901,20160901,2,0,0,3700000,0,**,** CCAA-PVA-Varias-08-24A - EDAR Oion,,** AGENCIA VASCA DEL AGUA,- Incumple DBO y/o DQO,N,,ES16010430003010E,OION
7196,27445,**,,**,0,20191231,20201231,20170101,20170101,3P,0,0,8100000,0,**,** CCAA-PVA-Varias-08-25A - Solución a los vertidos de Salvatierra,,** AGENCIA VASCA DEL AGUA,- Incumple DBO y/o DQO,N,,ES16010510006010E,AGURAIN
7197,27445,** ** ** ** ** ** ** ** ** ** **,,**,0,20190101,20200101,20170101,20190101,2,0,0,60976600,0,**,**E2069-Construcción del ETPP-Emisario terrestre papelero de Papresa en Renteria .**1002 - REMODELACIÓN EDAR DE LOYOLA PARA ACOMODACIÓN A LAS CONDICIONES DEL MEDIO RECEPTOR. ACTUACIONES COMPLEMENTARIAS.,,** AGENCIA VASCA DEL AGUA** AGUAS DE AÑARBE ** MAGRAMA,- Incumple DBO y/o DQO,N,,ES16200690005010E,LOIOLA
7198,27445,** **,,**,0,20210101,20220101,20090101,20100101,2,0,0,59470000,0,**,** 17 - COLECTOR GERNIKA-BERMEO,,** AGENCIA VASCA DEL AGUA,- Incumple DBO y/o DQO,N,,ES16480170006010E,LAMIARAN
7199,27445,**,,**,0,20190101,20200101,20150101,20190101,3N,0,0,37000000,0,**,** 17 - COLECTOR GERNIKA-BERMEO,,** AGENCIA VASCA DEL AGUA,- Incumple DBO y/o DQO- Incumple N o P,N,,ES16480460503010E,GERNIKA
7200,27445,** ** ** ** **,,**,0,20190101,20200101,20140101,20180101,2,0,0,3196430,0,**,** CCAA-ARA-Varias-02-02 - Depuración de AÍSA** CCAA-ARA-Varias-02-54 - Depuración de SINUÉS** CCAA-ARA-Varias-02-41 - Depuración de LASTIESAS ALTAS** CCAA-ARA-Varias-02-31 - Depuración de ESPOSA** CCAA-ARA-Varias-02-24 - Depuración de ASTÚN Y CANDANCHÚ,,** PARTICULARES** PARTICULARES** PARTICULARES** PARTICULARES** PARTICULARES,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,N,,ES2220060002010E,SIN EDAR EN CANDANCHU
7201,27445,**,,**,0,20170101,20180101,20140101,20160101,2,0,0,1928630,0,**,** CCAA-ARA-Varias-01-04 - EDAR de Altorricón,,** PARTICULARES,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,N,,ES2220250001010E,SIN EDAR EN ALTORRICON
11099,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003083,Ferruzzano - Saccuti
11100,27444,,,,,,,,,3,,,,,,,,,,,,IT18Q90000003062,Filadelfia–Rete
